GEO_ID,LABEL,total,hascomputer,dialup,broadband,nointernet,nocomputer,totalpopover16,laborforceparticipationrate,unemploymentrate,popabove20underpovertylevel,hascomputerPerc,dialupPerc,broadbandPerc,nointernetPerc,nocomputerPerc
0500000US01067,"Henry County, Alabama",6669,5402,80,4712,610,1267,13980,52.7,6.7,1228,81.00164942,1.199580147,70.65527066,9.14679862,18.99835058
0500000US01069,"Houston County, Alabama",39253,31438,419,27364,3655,7815,82833,57.7,7,9942,80.0906937,1.067434336,69.71186916,9.311390212,19.9093063
0500000US01071,"Jackson County, Alabama",20626,16151,100,13661,2390,4475,42344,50.7,5.9,5933,78.30408223,0.484824978,66.23194027,11.58731698,21.69591777
0500000US01073,"Jefferson County, Alabama",260924,224867,688,197204,26975,36057,525347,62.2,7.3,60275,86.18103356,0.263678312,75.57909583,10.33825942,13.81896644
0500000US01075,"Lamar County, Alabama",5974,4583,55,3725,803,1391,11160,52,8,1512,76.71576833,0.920656177,62.35353197,13.44158018,23.28423167
0500000US01077,"Lauderdale County, Alabama",38514,31102,179,26084,4839,7412,76107,55.8,5.3,8327,80.75505011,0.464766059,67.72602171,12.56426235,19.24494989
0500000US01079,"Lawrence County, Alabama",12811,9740,117,7521,2102,3071,26741,49.9,5.7,3171,76.02841308,0.913277652,58.70736086,16.40777457,23.97158692
0500000US01081,"Lee County, Alabama",59373,53634,201,47379,6054,5739,128804,60.6,5.7,21527,90.3339902,0.338537719,79.79889849,10.19655399,9.666009802
0500000US01083,"Limestone County, Alabama",32126,27556,187,24464,2905,4570,74268,57.4,6.9,6390,85.77476188,0.582083048,76.15015875,9.042520077,14.22523812
0500000US01085,"Lowndes County, Alabama",4180,2769,26,1984,759,1411,8097,48.3,11.5,1478,66.24401914,0.622009569,47.46411483,18.15789474,33.75598086
0500000US01087,"Macon County, Alabama",7637,5615,39,4160,1416,2022,16058,51.7,12.1,2428,73.52363494,0.51067173,54.47165117,18.54131203,26.47636506
0500000US01089,"Madison County, Alabama",145256,131997,367,121167,10463,13259,287944,64,5.8,25940,90.87197775,0.252657377,83.41617558,7.203144793,9.12802225
0500000US01091,"Marengo County, Alabama",7768,5239,81,4051,1107,2529,15703,46.3,9.7,2326,67.44335736,1.042739444,52.14984552,14.2507724,32.55664264
0500000US01093,"Marion County, Alabama",12212,9472,67,7738,1667,2740,24333,52.2,5.6,2667,77.56305274,0.548640681,63.36390436,13.6505077,22.43694726
0500000US01095,"Marshall County, Alabama",34896,28801,41,25781,2979,6095,74128,55.5,5.1,10073,82.53381476,0.117491976,73.87952774,8.536795048,17.46618524
0500000US01097,"Mobile County, Alabama",155831,128605,1049,111079,16477,27226,327952,56.9,6.2,41102,82.52850845,0.67316516,71.28170903,10.57363426,17.47149155
0500000US01099,"Monroe County, Alabama",8149,4107,62,3334,711,4042,17132,45.4,17.5,3837,50.39882194,0.76082955,40.91299546,8.724996932,49.60117806
0500000US01101,"Montgomery County, Alabama",89835,77208,217,68644,8347,12627,179544,61.6,7.6,23869,85.94423109,0.24155396,76.41119831,9.291478822,14.05576891
0500000US01103,"Morgan County, Alabama",45646,38314,308,32943,5063,7332,94987,57.2,5.2,9117,83.93725628,0.67475792,72.17061736,11.091881,16.06274372
0500000US01105,"Perry County, Alabama",3079,1722,25,1407,290,1357,7699,34.5,12.3,1973,55.92724911,0.811951932,45.69665476,9.418642416,44.07275089
0500000US01107,"Pickens County, Alabama",7530,5487,43,4649,795,2043,16837,47.4,10.6,2197,72.8685259,0.571049137,61.73970784,10.55776892,27.1314741
0500000US01109,"Pike County, Alabama",11547,8006,199,6801,1006,3541,27676,55.4,8,5233,69.33402615,1.723391357,58.89841517,8.712219624,30.66597385
0500000US01111,"Randolph County, Alabama",8643,6878,174,5891,813,1765,18218,49.8,5,1988,79.57884994,2.013189865,68.15920398,9.406456092,20.42115006
0500000US01113,"Russell County, Alabama",22740,18755,76,14906,3773,3985,45527,58.9,7.8,5900,82.47581354,0.334212841,65.54969217,16.59190853,17.52418646
0500000US01115,"St Clair County, Alabama",32172,27482,313,23938,3231,4690,69474,59.2,5.3,6638,85.42210618,0.972895686,74.40631605,10.04289444,14.57789382
0500000US01117,"Shelby County, Alabama",78328,73069,207,67283,5579,5259,166663,66.2,4,10081,93.28592585,0.264273312,85.89903993,7.122612603,6.71407415
0500000US01119,"Sumter County, Alabama",5047,3571,20,2868,683,1476,10765,44.6,12.1,1877,70.7549039,0.396275015,56.82583713,13.53279176,29.2450961
0500000US01121,"Talladega County, Alabama",31407,25433,135,21653,3645,5974,65443,52.2,8.8,8485,80.9787627,0.429840481,68.94322922,11.605693,19.0212373
0500000US01123,"Tallapoosa County, Alabama",16448,13130,30,11411,1689,3318,33023,51,10.4,4006,79.82733463,0.182392996,69.37621595,10.26872568,20.17266537
0500000US01125,"Tuscaloosa County, Alabama",72379,62598,150,55848,6600,9781,167611,59.6,6.3,21303,86.4864118,0.207242432,77.16050236,9.118667017,13.5135882
0500000US01127,"Walker County, Alabama",25036,20022,150,16803,3069,5014,51826,52.3,8.8,7041,79.97283911,0.599137242,67.11535389,12.25834798,20.02716089
0500000US01129,"Washington County, Alabama",6007,4566,62,3497,1007,1441,13563,44.6,8.5,1752,76.01132013,1.032129183,58.21541535,16.7637756,23.98867987
0500000US01131,"Wilcox County, Alabama",3804,2373,59,1860,454,1431,8573,40.1,15.5,1653,62.38170347,1.550998948,48.89589905,11.93480547,37.61829653
0500000US01133,"Winston County, Alabama",9403,7120,81,5734,1305,2283,19505,50,7.6,2060,75.72051473,0.861427204,60.98053813,13.8785494,24.27948527
0500000US02013,"Aleutians East Borough, Alaska",860,744,0,575,169,116,3003,82.8,3.5,384,86.51162791,0,66.86046512,19.65116279,13.48837209
0500000US02016,"Aleutians West Census Area, Alaska",1176,1090,4,885,201,86,4878,82.6,2,307,92.68707483,0.340136054,75.25510204,17.09183673,7.31292517
0500000US02020,"Anchorage Municipality, Alaska",106524,101673,299,93953,7421,4851,230429,72.7,5.6,14307,95.44609665,0.28068792,88.19890353,6.966505201,4.553903346
0500000US02050,"Bethel Census Area, Alaska",4558,3914,0,3270,644,644,12230,61.9,18.3,2525,85.87099605,0,71.7419921,14.12900395,14.12900395
0500000US02060,"Bristol Bay Borough, Alaska",333,308,6,271,31,25,720,75.6,8.1,33,92.49249249,1.801801802,81.38138138,9.309309309,7.507507508
0500000US02068,"Denali Borough, Alaska",639,606,0,561,45,33,2011,77.9,3,336,94.83568075,0,87.79342723,7.042253521,5.164319249
0500000US02070,"Dillingham Census Area, Alaska",1420,1231,2,1077,152,189,3602,63.8,11.9,425,86.69014085,0.14084507,75.84507042,10.70422535,13.30985915
0500000US02090,"Fairbanks North Star Borough, Alaska",36513,34686,269,30810,3607,1827,77606,72.8,7,4543,94.99630269,0.736723907,84.38090543,9.878673349,5.003697313
0500000US02100,"Haines Borough, Alaska",1026,983,17,897,69,43,2008,68.7,3.7,87,95.80896686,1.656920078,87.42690058,6.725146199,4.191033138
0500000US02105,"Hoonah-Angoon Census Area, Alaska",799,672,0,558,114,127,1827,65.8,10.9,132,84.10513141,0,69.83729662,14.26783479,15.89486859
0500000US02110,"Juneau City and Borough, Alaska",12521,11896,35,11060,801,625,26168,72.4,5.8,1517,95.00838591,0.279530389,88.33160291,6.397252616,4.991614088
0500000US02122,"Kenai Peninsula Borough, Alaska",21741,19583,293,16613,2677,2158,46420,60.1,7.8,4120,90.07405363,1.347684099,76.41322846,12.31314107,9.925946369
0500000US02130,"Ketchikan Gateway Borough, Alaska",5327,4884,13,4416,455,443,11024,70,6.6,822,91.6838746,0.244039797,82.8984419,8.541392904,8.316125399
0500000US02150,"Kodiak Island Borough, Alaska",4373,3904,0,3586,318,469,10417,75.6,5.2,694,89.27509719,0,82.00320146,7.271895724,10.72490281
0500000US02158,"Kusilvak Census Area, Alaska",1692,1353,0,1050,303,339,5184,56.8,28.9,1542,79.96453901,0,62.05673759,17.90780142,20.03546099
0500000US02164,"Lake and Peninsula Borough, Alaska",425,352,1,259,92,73,1056,66.8,15.7,128,82.82352941,0.235294118,60.94117647,21.64705882,17.17647059
0500000US02170,"Matanuska-Susitna Borough, Alaska",30879,29098,173,26556,2369,1781,78437,61.3,9.5,6231,94.23232618,0.560251303,86.00019431,7.671880566,5.767673824
0500000US02180,"Nome Census Area, Alaska",2875,2550,0,2059,491,325,6886,64.5,16.7,1137,88.69565217,0,71.6173913,17.07826087,11.30434783
0500000US02185,"North Slope Borough, Alaska",1966,1661,8,1324,329,305,7530,80.3,9,488,84.48626653,0.406917599,67.34486267,16.73448627,15.51373347
0500000US02188,"Northwest Arctic Borough, Alaska",1860,1529,0,1293,236,331,5279,61.4,18.7,940,82.20430108,0,69.51612903,12.68817204,17.79569892
0500000US02195,"Petersburg Borough, Alaska",1170,1061,2,914,145,109,2597,63.8,4.3,116,90.68376068,0.170940171,78.11965812,12.39316239,9.316239316
0500000US02198,"Prince of Wales-Hyder Census Area, Alaska",2356,2015,3,1571,441,341,5099,62.2,12.1,553,85.52631579,0.127334465,66.68081494,18.71816638,14.47368421
0500000US02220,"Sitka City and Borough, Alaska",3561,3293,14,2948,331,268,7058,71.5,4.4,436,92.47402415,0.393147992,82.78573434,9.295141814,7.525975849
0500000US02230,"Skagway Municipality, Alaska",400,385,0,342,43,15,904,82.5,6.8,36,96.25,0,85.5,10.75,3.75
0500000US02240,"Southeast Fairbanks Census Area, Alaska",2163,1938,11,1551,376,225,5186,64.7,10.2,386,89.59778086,0.508552936,71.70596394,17.38326399,10.40221914
0500000US02261,"Valdez-Cordova Census Area, Alaska",3093,2824,4,2416,404,269,7289,72.4,6.6,520,91.30294213,0.129324281,78.1118655,13.06175234,8.697057873
0500000US02275,"Wrangell City and Borough, Alaska",1074,888,4,770,114,186,2070,57.7,5.6,140,82.68156425,0.372439479,71.69459963,10.61452514,17.31843575
0500000US02282,"Yakutat City and Borough, Alaska",232,210,3,161,46,22,518,73.4,6.1,28,90.51724138,1.293103448,69.39655172,19.82758621,9.482758621
0500000US02290,"Yukon-Koyukuk Census Area, Alaska",1906,1267,4,827,436,639,4092,64.2,18.8,726,66.47429171,0.209863589,43.38929696,22.87513116,33.52570829
0500000US04001,"Apache County, Arizona",20395,11220,184,7547,3489,9175,54045,38.6,12,12925,55.0134837,0.902181907,37.00416769,17.1071341,44.9865163
0500000US04003,"Cochise County, Arizona",49250,42728,204,38301,4223,6522,101377,49.5,7.2,10417,86.75736041,0.414213198,77.76852792,8.574619289,13.24263959
0500000US04005,"Coconino County, Arizona",47276,42098,195,36335,5568,5178,114113,62.9,7.5,15333,89.04729673,0.412471444,76.85717912,11.77764616,10.95270327
0500000US04007,"Gila County, Arizona",21708,17469,133,13093,4243,4239,43569,46.4,10.2,6067,80.47263682,0.612677354,60.31416989,19.54578957,19.52736318
0500000US04009,"Graham County, Arizona",10782,9363,17,7713,1633,1419,28750,49.3,9.4,3288,86.83917641,0.157670191,71.53589316,15.14561306,13.16082359
0500000US04011,"Greenlee County, Arizona",3225,2882,9,2452,421,343,7125,57.5,6.9,555,89.36434109,0.279069767,76.03100775,13.05426357,10.63565891
0500000US04012,"La Paz County, Arizona",8912,6815,31,5388,1396,2097,17724,39.7,8,2046,76.46992819,0.347845601,60.45780969,15.66427289,23.53007181
0500000US04013,"Maricopa County, Arizona",1520767,1391290,5409,1270545,115336,129477,3329961,63.9,5.5,327900,91.48607249,0.355675787,83.54632892,7.584067776,8.513927512
0500000US04015,"Mohave County, Arizona",85485,73527,553,66344,6630,11958,173770,45,8.9,20398,86.01158098,0.646897116,77.60893724,7.755746622,13.98841902
0500000US04017,"Navajo County, Arizona",34407,25746,136,20499,5111,8661,82143,47.6,14.8,15288,74.82779667,0.395268405,59.57799285,14.85453541,25.17220333
0500000US04019,"Pima County, Arizona",400907,364714,1803,331375,31536,36193,826613,58.4,7.6,97782,90.97222049,0.449730237,82.65632678,7.866163474,9.02777951
0500000US04021,"Pinal County, Arizona",137286,121980,478,109436,12066,15306,332316,49.1,7.8,29205,88.85101176,0.348178256,79.71388197,8.788951532,11.14898824
0500000US04023,"Santa Cruz County, Arizona",15430,12538,77,10543,1918,2892,35433,53.1,8.3,4927,81.25729099,0.499027868,68.3279326,12.43033052,18.74270901
0500000US04025,"Yavapai County, Arizona",96007,86137,565,76499,9073,9870,191513,47.1,6.7,17539,89.71949962,0.588498755,79.68064829,9.450352578,10.28050038
0500000US04027,"Yuma County, Arizona",72463,60556,296,54767,5493,11907,160374,54.8,9.9,19246,83.56816582,0.40848433,75.57926114,7.580420352,16.43183418
0500000US05001,"Arkansas County, Arkansas",7682,6067,20,4760,1287,1615,14579,57,6.3,1928,78.97682895,0.260348867,61.96303046,16.75344962,21.02317105
0500000US05003,"Ashley County, Arkansas",7915,6003,22,4704,1277,1912,16167,51.3,6.9,2061,75.84333544,0.277953253,59.43145925,16.13392293,24.15666456
0500000US05005,"Baxter County, Arkansas",18370,15352,255,12925,2172,3018,34881,48.6,4.3,3029,83.57103974,1.388132825,70.35928144,11.82362548,16.42896026
0500000US05007,"Benton County, Arkansas",94333,86384,297,60889,25198,7949,197430,65.3,2.7,12751,91.57346846,0.314842102,64.54687119,26.71175517,8.426531543
0500000US05009,"Boone County, Arkansas",14870,12611,125,11402,1084,2259,29661,57,4.4,2708,84.80833894,0.840618695,76.67787492,7.289845326,15.19166106
0500000US05011,"Bradley County, Arkansas",4537,3527,22,2806,699,1010,8592,53.3,8,1293,77.73859378,0.484901918,61.84703549,15.40665638,22.26140622
0500000US05013,"Calhoun County, Arkansas",1936,1443,24,1130,289,493,4292,53.5,6.1,340,74.53512397,1.239669421,58.3677686,14.92768595,25.46487603
0500000US05015,"Carroll County, Arkansas",11161,9272,140,7253,1879,1889,22412,55.6,4.7,2114,83.07499328,1.254367888,64.98521638,16.83540901,16.92500672
0500000US05017,"Chicot County, Arkansas",4308,3127,10,2581,536,1181,8637,46,9.7,1385,72.58588672,0.232126277,59.91179201,12.44196843,27.41411328
0500000US05019,"Clark County, Arkansas",8505,6968,16,5698,1254,1537,18620,57.9,2.7,2420,81.92827748,0.188124633,66.99588477,14.74426808,18.07172252
0500000US05021,"Clay County, Arkansas",6441,4949,22,4043,884,1492,12104,54.4,5,1671,76.83589505,0.341561869,62.76975625,13.72457693,23.16410495
0500000US05023,"Cleburne County, Arkansas",10731,8846,46,7468,1332,1885,21054,51,4.7,1915,82.43406952,0.428664617,69.59276861,12.41263629,17.56593048
0500000US05025,"Cleveland County, Arkansas",3292,2566,37,1814,715,726,6583,52,5.5,703,77.94653706,1.123936817,55.10328068,21.71931956,22.05346294
0500000US05027,"Columbia County, Arkansas",8962,6356,27,5274,1055,2606,19563,53.9,10.2,2975,70.92166927,0.301272037,58.84847132,11.77192591,29.07833073
0500000US05029,"Conway County, Arkansas",8475,6592,34,5065,1493,1883,16512,57.2,5.9,2043,77.78171091,0.401179941,59.7640118,17.61651917,22.21828909
0500000US05031,"Craighead County, Arkansas",40800,36410,51,31803,4556,4390,82418,63,5.8,10855,89.24019608,0.125,77.94852941,11.16666667,10.75980392
0500000US05033,"Crawford County, Arkansas",23701,19701,250,16481,2970,4000,48792,56.3,5.1,5132,83.12307498,1.054807814,69.53715033,12.53111683,16.87692502
0500000US05035,"Crittenden County, Arkansas",18756,14963,78,13294,1591,3793,37033,60.8,9.4,5028,79.77713798,0.415866923,70.87865216,8.482618895,20.22286202
0500000US05037,"Cross County, Arkansas",6694,5141,16,4370,755,1553,13439,59.3,5.7,1428,76.80011951,0.239020018,65.2823424,11.2787571,23.19988049
0500000US05039,"Dallas County, Arkansas",3033,2324,18,1723,583,709,6013,51.5,4.9,518,76.62380481,0.59347181,56.80844049,19.22189252,23.37619519
0500000US05041,"Desha County, Arkansas",5111,3834,53,2489,1292,1277,9212,53.8,10.7,1669,75.01467423,1.036979065,48.69888476,25.27881041,24.98532577
0500000US05043,"Drew County, Arkansas",7018,5671,59,4665,947,1347,14954,55.6,5.8,2118,80.80649758,0.840695355,66.47192932,13.4938729,19.19350242
0500000US05045,"Faulkner County, Arkansas",44095,39257,230,33521,5506,4838,96793,62.3,4.7,12683,89.02823449,0.521601089,76.01995691,12.48667649,10.97176551
0500000US05047,"Franklin County, Arkansas",6800,5313,147,4087,1079,1487,14171,49.4,3,2068,78.13235294,2.161764706,60.10294118,15.86764706,21.86764706
0500000US05049,"Fulton County, Arkansas",5000,4140,0,2913,1227,860,9914,43.7,6.6,1447,82.8,0,58.26,24.54,17.2
0500000US05051,"Garland County, Arkansas",39894,34533,205,30128,4200,5361,80534,53.9,7.1,9644,86.56188901,0.513861734,75.52012834,10.52789893,13.43811099
0500000US05053,"Grant County, Arkansas",6780,5942,44,4914,984,838,14497,56.4,7.1,1582,87.64011799,0.648967552,72.47787611,14.51327434,12.35988201
0500000US05055,"Greene County, Arkansas",16879,14378,45,12541,1792,2501,34974,58.3,7,3563,85.18277149,0.266603472,74.29942532,10.6167427,14.81722851
0500000US05057,"Hempstead County, Arkansas",7971,6231,24,5334,873,1740,16885,55.4,5.5,2371,78.1708694,0.301091457,66.91757621,10.95220173,21.8291306
0500000US05059,"Hot Spring County, Arkansas",12377,9979,116,7909,1954,2398,27356,52.3,7.5,3094,80.62535348,0.937222267,63.90078371,15.7873475,19.37464652
0500000US05061,"Howard County, Arkansas",5096,3990,29,3174,787,1106,10289,57.7,6.4,1084,78.2967033,0.569073783,62.28414443,15.44348509,21.7032967
0500000US05063,"Independence County, Arkansas",14268,11759,133,8720,2906,2509,29311,55.7,4.9,3280,82.41519484,0.932155873,61.11578357,20.3672554,17.58480516
0500000US05065,"Izard County, Arkansas",5049,4285,50,2841,1394,764,11357,45.2,9.3,1120,84.86829075,0.990295108,56.26856803,27.60942761,15.13170925
0500000US05067,"Jackson County, Arkansas",6095,4482,16,3744,722,1613,14128,42.2,6.6,1570,73.53568499,0.262510254,61.42739951,11.84577523,26.46431501
0500000US05069,"Jefferson County, Arkansas",26977,21841,179,15069,6593,5136,56399,51.3,10,7368,80.96155985,0.663528191,55.85869444,24.43933721,19.03844015
0500000US05071,"Johnson County, Arkansas",9800,7737,54,6251,1432,2063,20534,52.6,4.1,3004,78.94897959,0.551020408,63.78571429,14.6122449,21.05102041
0500000US05073,"Lafayette County, Arkansas",2859,1969,43,1553,373,890,5727,48.8,5.8,794,68.87023435,1.504022385,54.3196922,13.04651976,31.12976565
0500000US05075,"Lawrence County, Arkansas",6531,5087,16,4079,992,1444,13391,53.2,7.2,1648,77.89006278,0.244985454,62.45597918,15.18909815,22.10993722
0500000US05077,"Lee County, Arkansas",3352,2308,68,1692,548,1044,7895,40.5,15.3,1141,68.85441527,2.028639618,50.47732697,16.34844869,31.14558473
0500000US05079,"Lincoln County, Arkansas",3795,2904,21,2189,694,891,11608,30,3.5,818,76.52173913,0.553359684,57.68115942,18.28722003,23.47826087
0500000US05081,"Little River County, Arkansas",5440,4404,134,3382,888,1036,9983,54,10.8,1091,80.95588235,2.463235294,62.16911765,16.32352941,19.04411765
0500000US05083,"Logan County, Arkansas",8464,7066,57,5770,1239,1398,17549,54.5,8.8,2392,83.48298677,0.673440454,68.1710775,14.63846881,16.51701323
0500000US05085,"Lonoke County, Arkansas",26868,23430,142,20671,2617,3438,55508,62.3,4.2,4710,87.20410898,0.528509751,76.93538782,9.740211404,12.79589102
0500000US05087,"Madison County, Arkansas",6195,4790,55,3740,995,1405,12857,54.7,6.4,1554,77.32041969,0.887812752,60.37126715,16.06133979,22.67958031
0500000US05089,"Marion County, Arkansas",6669,5590,22,4883,685,1079,13755,42,7.9,1854,83.82066277,0.32988454,73.21937322,10.27140501,16.17933723
0500000US05091,"Miller County, Arkansas",16748,14029,70,11942,2017,2719,34695,55.2,8.1,4673,83.7652257,0.417960353,71.3040363,12.04322904,16.2347743
0500000US05093,"Mississippi County, Arkansas",16888,13711,59,10974,2678,3177,32924,58.1,9.3,5586,81.18782568,0.349360493,64.98105163,15.85741355,18.81217432
0500000US05095,"Monroe County, Arkansas",3326,2394,15,1795,584,932,5951,53.8,6.8,938,71.97835238,0.450992183,53.96873121,17.55862898,28.02164762
0500000US05097,"Montgomery County, Arkansas",3761,2818,29,2182,607,943,7504,46.4,5.7,886,74.92688115,0.771071524,58.01648498,16.13932465,25.07311885
0500000US05099,"Nevada County, Arkansas",3303,2315,89,1745,481,988,6716,49.7,5.6,1054,70.08779897,2.694520133,52.83075992,14.56251892,29.91220103
0500000US05101,"Newton County, Arkansas",2899,2117,8,1708,401,782,6484,48.5,2,577,73.0251811,0.275957227,58.91686789,13.83235598,26.9748189
0500000US05103,"Ouachita County, Arkansas",10055,7110,73,5956,1081,2945,19156,55.4,7.2,2951,70.71108901,0.726006962,59.23421183,10.75087021,29.28891099
0500000US05105,"Perry County, Arkansas",3708,2954,3,2430,521,754,8220,49.2,6.8,921,79.66558792,0.080906149,65.53398058,14.05070119,20.33441208
0500000US05107,"Phillips County, Arkansas",7498,5362,24,4512,826,2136,14594,52.4,10.5,2907,71.51240331,0.320085356,60.17604695,11.01627101,28.48759669
0500000US05109,"Pike County, Arkansas",4299,3220,7,2617,596,1079,8691,54.8,4.5,997,74.9011398,0.162828565,60.87462201,13.86368923,25.0988602
0500000US05111,"Poinsett County, Arkansas",9437,7538,66,6549,923,1899,19017,53.3,5.9,2531,79.87707958,0.699374801,69.39705415,9.78065063,20.12292042
0500000US05113,"Polk County, Arkansas",8204,6628,65,5092,1471,1576,16070,49.9,9,2729,80.78985861,0.792296441,62.06728425,17.93027791,19.21014139
0500000US05115,"Pope County, Arkansas",22628,19599,207,16052,3340,3029,50692,57.1,6.2,6907,86.61392964,0.914795828,70.93866007,14.76047375,13.38607036
0500000US05117,"Prairie County, Arkansas",3826,2931,18,2065,848,895,6766,54.7,6.4,685,76.6074229,0.470465238,53.97281756,22.16414009,23.3925771
0500000US05119,"Pulaski County, Arkansas",157083,135551,662,116872,18017,21532,310864,63.3,5.2,34902,86.29259691,0.421433255,74.40143109,11.46973256,13.70740309
0500000US05121,"Randolph County, Arkansas",7455,5759,70,4649,1040,1696,13913,51.3,4.2,1836,77.25016767,0.938967136,62.36083166,13.95036888,22.74983233
0500000US05123,"St Francis County, Arkansas",9319,6974,32,4765,2177,2345,21205,44.6,8,3021,74.83635583,0.343384483,51.13209572,23.36087563,25.16364417
